Data Set,family_forming_threshold,family_merging_threshold,maximum_family_size,source_of_siblings,source_of_families,family_distance_method,Number of sibling pairs (wrt linkage),Number of sibling pairs (wrt ground truth),True  Positives,False Positives,False Negatives,Precision,Recall,F1 Measure
kilmarnock,2,2,8,Birth,Birth,Closest,42378,68271,42034,344,26237,0.9919,0.6157,0.7598
kilmarnock,2,2,8,Birth,Birth,Furthest,42378,68271,42034,344,26237,0.9919,0.6157,0.7598
kilmarnock,2,2,8,Birth,Birth,Mean,42378,68271,42034,344,26237,0.9919,0.6157,0.7598
kilmarnock,2,2,8,Birth,Death,Closest,33200,68271,32831,369,35440,0.9889,0.4809,0.6471
kilmarnock,2,2,8,Birth,Death,Furthest,33194,68271,32825,369,35446,0.9889,0.4808,0.647
kilmarnock,2,2,8,Birth,Death,Mean,33200,68271,32831,369,35440,0.9889,0.4809,0.6471
kilmarnock,2,2,8,Birth,Marriage,Closest,16553,68271,16497,56,51774,0.9966,0.2416,0.389
kilmarnock,2,2,8,Birth,Marriage,Furthest,16553,68271,16497,56,51774,0.9966,0.2416,0.389
kilmarnock,2,2,8,Birth,Marriage,Mean,16553,68271,16497,56,51774,0.9966,0.2416,0.389
kilmarnock,2,2,20,Birth,Birth,Closest,46416,68271,45989,427,22282,0.9908,0.6736,0.802
kilmarnock,2,2,20,Birth,Birth,Furthest,46416,68271,45989,427,22282,0.9908,0.6736,0.802
kilmarnock,2,2,20,Birth,Birth,Mean,46416,68271,45989,427,22282,0.9908,0.6736,0.802
kilmarnock,2,2,20,Birth,Death,Closest,40201,68271,39719,482,28552,0.988,0.5818,0.7323
kilmarnock,2,2,20,Birth,Death,Furthest,40195,68271,39713,482,28558,0.988,0.5817,0.7323
kilmarnock,2,2,20,Birth,Death,Mean,40201,68271,39719,482,28552,0.988,0.5818,0.7323
kilmarnock,2,2,20,Birth,Marriage,Closest,20250,68271,20094,156,48177,0.9923,0.2943,0.454
kilmarnock,2,2,20,Birth,Marriage,Furthest,20250,68271,20094,156,48177,0.9923,0.2943,0.454
kilmarnock,2,2,20,Birth,Marriage,Mean,20250,68271,20094,156,48177,0.9923,0.2943,0.454
kilmarnock,2,2,30,Birth,Birth,Closest,46416,68271,45989,427,22282,0.9908,0.6736,0.802
kilmarnock,2,2,30,Birth,Birth,Furthest,46416,68271,45989,427,22282,0.9908,0.6736,0.802
kilmarnock,2,2,30,Birth,Birth,Mean,46416,68271,45989,427,22282,0.9908,0.6736,0.802
kilmarnock,2,2,30,Birth,Death,Closest,40201,68271,39719,482,28552,0.988,0.5818,0.7323
kilmarnock,2,2,30,Birth,Death,Furthest,40195,68271,39713,482,28558,0.988,0.5817,0.7323
kilmarnock,2,2,30,Birth,Death,Mean,40201,68271,39719,482,28552,0.988,0.5818,0.7323
kilmarnock,2,2,30,Birth,Marriage,Closest,20250,68271,20094,156,48177,0.9923,0.2943,0.454
kilmarnock,2,2,30,Birth,Marriage,Furthest,20250,68271,20094,156,48177,0.9923,0.2943,0.454
kilmarnock,2,2,30,Birth,Marriage,Mean,20250,68271,20094,156,48177,0.9923,0.2943,0.454
kilmarnock,2,5,8,Birth,Birth,Closest,44574,68271,43173,1401,25098,0.9686,0.6324,0.7652
kilmarnock,2,5,8,Birth,Birth,Furthest,44556,68271,43173,1383,25098,0.969,0.6324,0.7653
kilmarnock,2,5,8,Birth,Birth,Mean,44582,68271,43173,1409,25098,0.9684,0.6324,0.7651
kilmarnock,2,5,8,Birth,Death,Closest,33848,68271,32377,1471,35894,0.9565,0.4742,0.6341
kilmarnock,2,5,8,Birth,Death,Furthest,33787,68271,32379,1408,35892,0.9583,0.4743,0.6345
kilmarnock,2,5,8,Birth,Death,Mean,33910,68271,32398,1512,35873,0.9554,0.4745,0.6341
kilmarnock,2,5,8,Birth,Marriage,Closest,16401,68271,16254,147,52017,0.991,0.2381,0.3839
kilmarnock,2,5,8,Birth,Marriage,Furthest,16401,68271,16254,147,52017,0.991,0.2381,0.3839
kilmarnock,2,5,8,Birth,Marriage,Mean,16401,68271,16254,147,52017,0.991,0.2381,0.3839
kilmarnock,2,5,20,Birth,Birth,Closest,52054,68271,47730,4324,20541,0.9169,0.6991,0.7934
kilmarnock,2,5,20,Birth,Birth,Furthest,51734,68271,47720,4014,20551,0.9224,0.699,0.7953
kilmarnock,2,5,20,Birth,Birth,Mean,51925,68271,47730,4195,20541,0.9192,0.6991,0.7942
kilmarnock,2,5,20,Birth,Death,Closest,44900,68271,40785,4115,27486,0.9084,0.5974,0.7208
kilmarnock,2,5,20,Birth,Death,Furthest,44557,68271,40776,3781,27495,0.9151,0.5973,0.7228
kilmarnock,2,5,20,Birth,Death,Mean,44723,68271,40785,3938,27486,0.9119,0.5974,0.7219
kilmarnock,2,5,20,Birth,Marriage,Closest,20648,68271,20142,506,48129,0.9755,0.295,0.453
kilmarnock,2,5,20,Birth,Marriage,Furthest,20648,68271,20142,506,48129,0.9755,0.295,0.453
kilmarnock,2,5,20,Birth,Marriage,Mean,20648,68271,20142,506,48129,0.9755,0.295,0.453
kilmarnock,2,5,30,Birth,Birth,Closest,53202,68271,47730,5472,20541,0.8971,0.6991,0.7859
kilmarnock,2,5,30,Birth,Birth,Furthest,52629,68271,47720,4909,20551,0.9067,0.699,0.7894
kilmarnock,2,5,30,Birth,Birth,Mean,53381,68271,47730,5651,20541,0.8941,0.6991,0.7847
kilmarnock,2,5,30,Birth,Death,Closest,46496,68271,40833,5663,27438,0.8782,0.5981,0.7116
kilmarnock,2,5,30,Birth,Death,Furthest,45493,68271,40826,4667,27445,0.8974,0.598,0.7177
kilmarnock,2,5,30,Birth,Death,Mean,45837,68271,40829,5008,27442,0.8907,0.598,0.7156
kilmarnock,2,5,30,Birth,Marriage,Closest,20648,68271,20142,506,48129,0.9755,0.295,0.453
kilmarnock,2,5,30,Birth,Marriage,Furthest,20648,68271,20142,506,48129,0.9755,0.295,0.453
kilmarnock,2,5,30,Birth,Marriage,Mean,20648,68271,20142,506,48129,0.9755,0.295,0.453
kilmarnock,2,8,8,Birth,Birth,Closest,48288,68271,43632,4656,24639,0.9036,0.6391,0.7487
kilmarnock,2,8,8,Birth,Birth,Furthest,48184,68271,43632,4552,24639,0.9055,0.6391,0.7493
kilmarnock,2,8,8,Birth,Birth,Mean,48363,68271,43644,4719,24627,0.9024,0.6393,0.7484
kilmarnock,2,8,8,Birth,Death,Closest,32022,68271,27747,4275,40524,0.8665,0.4064,0.5533
kilmarnock,2,8,8,Birth,Death,Furthest,31851,68271,27755,4096,40516,0.8714,0.4065,0.5544
kilmarnock,2,8,8,Birth,Death,Mean,32077,68271,27761,4316,40510,0.8654,0.4066,0.5533
kilmarnock,2,8,8,Birth,Marriage,Closest,16161,68271,14602,1559,53669,0.9035,0.2139,0.3459
kilmarnock,2,8,8,Birth,Marriage,Furthest,16090,68271,14608,1482,53663,0.9079,0.214,0.3463
kilmarnock,2,8,8,Birth,Marriage,Mean,16119,68271,14597,1522,53674,0.9056,0.2138,0.3459
kilmarnock,2,8,20,Birth,Birth,Closest,75538,68271,48696,26842,19575,0.6447,0.7133,0.6772
kilmarnock,2,8,20,Birth,Birth,Furthest,73841,68271,48649,25192,19622,0.6588,0.7126,0.6847
kilmarnock,2,8,20,Birth,Birth,Mean,75011,68271,48716,26295,19555,0.6495,0.7136,0.68
kilmarnock,2,8,20,Birth,Death,Closest,62023,68271,39691,22332,28580,0.6399,0.5814,0.6093
kilmarnock,2,8,20,Birth,Death,Furthest,60383,68271,39724,20659,28547,0.6579,0.5819,0.6175
kilmarnock,2,8,20,Birth,Death,Mean,61562,68271,39626,21936,28645,0.6437,0.5804,0.6104
kilmarnock,2,8,20,Birth,Marriage,Closest,26577,68271,19715,6862,48556,0.7418,0.2888,0.4157
kilmarnock,2,8,20,Birth,Marriage,Furthest,26037,68271,19752,6285,48519,0.7586,0.2893,0.4189
kilmarnock,2,8,20,Birth,Marriage,Mean,26311,68271,19727,6584,48544,0.7498,0.289,0.4171
kilmarnock,2,8,30,Birth,Birth,Closest,89243,68271,48770,40473,19501,0.5465,0.7144,0.6192
kilmarnock,2,8,30,Birth,Birth,Furthest,84405,68271,48701,35704,19570,0.577,0.7133,0.638
kilmarnock,2,8,30,Birth,Birth,Mean,87518,68271,48758,38760,19513,0.5571,0.7142,0.6259
kilmarnock,2,8,30,Birth,Death,Closest,74312,68271,40205,34107,28066,0.541,0.5889,0.564
kilmarnock,2,8,30,Birth,Death,Furthest,71073,68271,40211,30862,28060,0.5658,0.589,0.5771
kilmarnock,2,8,30,Birth,Death,Mean,73668,68271,40330,33338,27941,0.5475,0.5907,0.5683
kilmarnock,2,8,30,Birth,Marriage,Closest,29242,68271,19947,9295,48324,0.6821,0.2922,0.4091
kilmarnock,2,8,30,Birth,Marriage,Furthest,28681,68271,19975,8706,48296,0.6965,0.2926,0.4121
kilmarnock,2,8,30,Birth,Marriage,Mean,29004,68271,20025,8979,48246,0.6904,0.2933,0.4117
kilmarnock,2,10,8,Birth,Birth,Closest,49652,68271,43158,6494,25113,0.8692,0.6322,0.732
kilmarnock,2,10,8,Birth,Birth,Furthest,49453,68271,43154,6299,25117,0.8726,0.6321,0.7331
kilmarnock,2,10,8,Birth,Birth,Mean,49903,68271,43182,6721,25089,0.8653,0.6325,0.7308
kilmarnock,2,10,8,Birth,Death,Closest,25802,68271,18907,6895,49364,0.7328,0.2769,0.402
kilmarnock,2,10,8,Birth,Death,Furthest,25435,68271,18889,6546,49382,0.7426,0.2767,0.4032
kilmarnock,2,10,8,Birth,Death,Mean,26096,68271,18950,7146,49321,0.7262,0.2776,0.4016
kilmarnock,2,10,8,Birth,Marriage,Closest,14695,68271,10765,3930,57506,0.7326,0.1577,0.2595
kilmarnock,2,10,8,Birth,Marriage,Furthest,14526,68271,10802,3724,57469,0.7436,0.1582,0.2609
kilmarnock,2,10,8,Birth,Marriage,Mean,14775,68271,10828,3947,57443,0.7329,0.1586,0.2608
kilmarnock,2,10,20,Birth,Birth,Closest,97921,68271,48305,49616,19966,0.4933,0.7075,0.5813
kilmarnock,2,10,20,Birth,Birth,Furthest,94015,68271,48310,45705,19961,0.5139,0.7076,0.5954
kilmarnock,2,10,20,Birth,Birth,Mean,98285,68271,48357,49928,19914,0.492,0.7083,0.5807
kilmarnock,2,10,20,Birth,Death,Closest,74057,68271,32199,41858,36072,0.4348,0.4716,0.4525
kilmarnock,2,10,20,Birth,Death,Furthest,71309,68271,32327,38982,35944,0.4533,0.4735,0.4632
kilmarnock,2,10,20,Birth,Death,Mean,74646,68271,32697,41949,35574,0.438,0.4789,0.4576
kilmarnock,2,10,20,Birth,Marriage,Closest,37283,68271,17028,20255,51243,0.4567,0.2494,0.3226
kilmarnock,2,10,20,Birth,Marriage,Furthest,35487,68271,17101,18386,51170,0.4819,0.2505,0.3296
kilmarnock,2,10,20,Birth,Marriage,Mean,36738,68271,17054,19684,51217,0.4642,0.2498,0.3248
kilmarnock,2,10,30,Birth,Birth,Closest,135452,68271,48457,86995,19814,0.3577,0.7098,0.4757
kilmarnock,2,10,30,Birth,Birth,Furthest,128132,68271,48446,79686,19825,0.3781,0.7096,0.4933
kilmarnock,2,10,30,Birth,Birth,Mean,134603,68271,48533,86070,19738,0.3606,0.7109,0.4785
kilmarnock,2,10,30,Birth,Death,Closest,106710,68271,33757,72953,34514,0.3163,0.4945,0.3858
kilmarnock,2,10,30,Birth,Death,Furthest,101581,68271,33880,67701,34391,0.3335,0.4963,0.3989
kilmarnock,2,10,30,Birth,Death,Mean,106995,68271,34143,72852,34128,0.3191,0.5001,0.3896
kilmarnock,2,10,30,Birth,Marriage,Closest,50936,68271,17861,33075,50410,0.3507,0.2616,0.2997
kilmarnock,2,10,30,Birth,Marriage,Furthest,47347,68271,17828,29519,50443,0.3765,0.2611,0.3084
kilmarnock,2,10,30,Birth,Marriage,Mean,48874,68271,17697,31177,50574,0.3621,0.2592,0.3021
kilmarnock,5,2,8,Birth,Birth,Closest,42378,68271,42034,344,26237,0.9919,0.6157,0.7598
kilmarnock,5,2,8,Birth,Birth,Furthest,42378,68271,42034,344,26237,0.9919,0.6157,0.7598
kilmarnock,5,2,8,Birth,Birth,Mean,42378,68271,42034,344,26237,0.9919,0.6157,0.7598
kilmarnock,5,2,8,Birth,Death,Closest,35534,68271,35051,483,33220,0.9864,0.5134,0.6753
kilmarnock,5,2,8,Birth,Death,Furthest,35471,68271,34988,483,33283,0.9864,0.5125,0.6745
kilmarnock,5,2,8,Birth,Death,Mean,35534,68271,35051,483,33220,0.9864,0.5134,0.6753
kilmarnock,5,2,8,Birth,Marriage,Closest,20908,68271,20798,110,47473,0.9947,0.3046,0.4664
kilmarnock,5,2,8,Birth,Marriage,Furthest,20896,68271,20786,110,47485,0.9947,0.3045,0.4662
kilmarnock,5,2,8,Birth,Marriage,Mean,20908,68271,20798,110,47473,0.9947,0.3046,0.4664
kilmarnock,5,2,20,Birth,Birth,Closest,46416,68271,45989,427,22282,0.9908,0.6736,0.802
kilmarnock,5,2,20,Birth,Birth,Furthest,46416,68271,45989,427,22282,0.9908,0.6736,0.802
kilmarnock,5,2,20,Birth,Birth,Mean,46416,68271,45989,427,22282,0.9908,0.6736,0.802
kilmarnock,5,2,20,Birth,Death,Closest,42739,68271,42138,601,26133,0.9859,0.6172,0.7592
kilmarnock,5,2,20,Birth,Death,Furthest,42680,68271,42079,601,26192,0.9859,0.6164,0.7585
kilmarnock,5,2,20,Birth,Death,Mean,42739,68271,42138,601,26133,0.9859,0.6172,0.7592
kilmarnock,5,2,20,Birth,Marriage,Closest,26032,68271,25832,200,42439,0.9923,0.3784,0.5479
kilmarnock,5,2,20,Birth,Marriage,Furthest,26020,68271,25820,200,42451,0.9923,0.3782,0.5477
kilmarnock,5,2,20,Birth,Marriage,Mean,26032,68271,25832,200,42439,0.9923,0.3784,0.5479
kilmarnock,5,2,30,Birth,Birth,Closest,46416,68271,45989,427,22282,0.9908,0.6736,0.802
kilmarnock,5,2,30,Birth,Birth,Furthest,46416,68271,45989,427,22282,0.9908,0.6736,0.802
kilmarnock,5,2,30,Birth,Birth,Mean,46416,68271,45989,427,22282,0.9908,0.6736,0.802
kilmarnock,5,2,30,Birth,Death,Closest,42739,68271,42138,601,26133,0.9859,0.6172,0.7592
kilmarnock,5,2,30,Birth,Death,Furthest,0,0,0,0,0,0,0,0
kilmarnock,5,2,30,Birth,Death,Mean,42739,68271,42138,601,26133,0.9859,0.6172,0.7592
kilmarnock,5,2,30,Birth,Marriage,Closest,26032,68271,25832,200,42439,0.9923,0.3784,0.5479
kilmarnock,5,2,30,Birth,Marriage,Furthest,26020,68271,25820,200,42451,0.9923,0.3782,0.5477
kilmarnock,5,2,30,Birth,Marriage,Mean,26032,68271,25832,200,42439,0.9923,0.3784,0.5479
kilmarnock,5,5,8,Birth,Birth,Closest,44574,68271,43173,1401,25098,0.9686,0.6324,0.7652
kilmarnock,5,5,8,Birth,Birth,Furthest,44556,68271,43173,1383,25098,0.969,0.6324,0.7653
kilmarnock,5,5,8,Birth,Birth,Mean,44582,68271,43173,1409,25098,0.9684,0.6324,0.7651
kilmarnock,5,5,8,Birth,Death,Closest,40784,68271,37002,3782,31269,0.9073,0.542,0.6786
kilmarnock,5,5,8,Birth,Death,Furthest,40680,68271,36992,3688,31279,0.9093,0.5418,0.6791
kilmarnock,5,5,8,Birth,Death,Mean,40830,68271,37024,3806,31247,0.9068,0.5423,0.6787
kilmarnock,5,5,8,Birth,Marriage,Closest,22679,68271,21574,1105,46697,0.9513,0.316,0.4744
kilmarnock,5,5,8,Birth,Marriage,Furthest,22653,68271,21573,1080,46698,0.9523,0.316,0.4745
kilmarnock,5,5,8,Birth,Marriage,Mean,22661,68271,21573,1088,46698,0.952,0.316,0.4745
kilmarnock,5,5,20,Birth,Birth,Closest,52054,68271,47730,4324,20541,0.9169,0.6991,0.7934
kilmarnock,5,5,20,Birth,Birth,Furthest,51734,68271,47720,4014,20551,0.9224,0.699,0.7953
kilmarnock,5,5,20,Birth,Birth,Mean,51925,68271,47730,4195,20541,0.9192,0.6991,0.7942
kilmarnock,5,5,20,Birth,Death,Closest,58124,68271,47656,10468,20615,0.8199,0.698,0.7541
kilmarnock,5,5,20,Birth,Death,Furthest,57577,68271,47664,9913,20607,0.8278,0.6982,0.7575
kilmarnock,5,5,20,Birth,Death,Mean,58281,68271,47655,10626,20616,0.8177,0.698,0.7531
kilmarnock,5,5,20,Birth,Marriage,Closest,31193,68271,28689,2504,39582,0.9197,0.4202,0.5769
kilmarnock,5,5,20,Birth,Marriage,Furthest,31155,68271,28689,2466,39582,0.9208,0.4202,0.5771
kilmarnock,5,5,20,Birth,Marriage,Mean,31163,68271,28689,2474,39582,0.9206,0.4202,0.577
kilmarnock,5,5,30,Birth,Birth,Closest,53202,68271,47730,5472,20541,0.8971,0.6991,0.7859
kilmarnock,5,5,30,Birth,Birth,Furthest,52629,68271,47720,4909,20551,0.9067,0.699,0.7894
kilmarnock,5,5,30,Birth,Birth,Mean,53381,68271,47730,5651,20541,0.8941,0.6991,0.7847
kilmarnock,5,5,30,Birth,Death,Closest,62775,68271,47771,15004,20500,0.761,0.6997,0.7291
kilmarnock,5,5,30,Birth,Death,Furthest,61346,68271,47781,13565,20490,0.7789,0.6999,0.7373
kilmarnock,5,5,30,Birth,Death,Mean,61823,68271,47793,14030,20478,0.7731,0.7,0.7347
kilmarnock,5,5,30,Birth,Marriage,Closest,31299,68271,28725,2574,39546,0.9178,0.4207,0.577
kilmarnock,5,5,30,Birth,Marriage,Furthest,31261,68271,28725,2536,39546,0.9189,0.4207,0.5772
kilmarnock,5,5,30,Birth,Marriage,Mean,31269,68271,28725,2544,39546,0.9186,0.4207,0.5772
kilmarnock,5,8,8,Birth,Birth,Closest,48288,68271,43632,4656,24639,0.9036,0.6391,0.7487
kilmarnock,5,8,8,Birth,Birth,Furthest,48184,68271,43632,4552,24639,0.9055,0.6391,0.7493
kilmarnock,5,8,8,Birth,Birth,Mean,48363,68271,43644,4719,24627,0.9024,0.6393,0.7484
kilmarnock,5,8,8,Birth,Death,Closest,37169,68271,31032,6137,37239,0.8349,0.4545,0.5886
kilmarnock,5,8,8,Birth,Death,Furthest,36820,68271,31050,5770,37221,0.8433,0.4548,0.5909
kilmarnock,5,8,8,Birth,Death,Mean,37186,68271,31121,6065,37150,0.8369,0.4558,0.5902
kilmarnock,5,8,8,Birth,Marriage,Closest,21782,68271,18911,2871,49360,0.8682,0.277,0.42
kilmarnock,5,8,8,Birth,Marriage,Furthest,21659,68271,18925,2734,49346,0.8738,0.2772,0.4209
kilmarnock,5,8,8,Birth,Marriage,Mean,21830,68271,18960,2870,49311,0.8685,0.2777,0.4209
kilmarnock,5,8,20,Birth,Birth,Closest,75538,68271,48696,26842,19575,0.6447,0.7133,0.6772
kilmarnock,5,8,20,Birth,Birth,Furthest,73841,68271,48649,25192,19622,0.6588,0.7126,0.6847
kilmarnock,5,8,20,Birth,Birth,Mean,75011,68271,48716,26295,19555,0.6495,0.7136,0.68
kilmarnock,5,8,20,Birth,Death,Closest,76803,68271,45745,31058,22526,0.5956,0.6701,0.6306
kilmarnock,5,8,20,Birth,Death,Furthest,74589,68271,45732,28857,22539,0.6131,0.6699,0.6402
kilmarnock,5,8,20,Birth,Death,Mean,76572,68271,45889,30683,22382,0.5993,0.6722,0.6336
kilmarnock,5,8,20,Birth,Marriage,Closest,41430,68271,27721,13709,40550,0.6691,0.406,0.5054
kilmarnock,5,8,20,Birth,Marriage,Furthest,40134,68271,27821,12313,40450,0.6932,0.4075,0.5133
kilmarnock,5,8,20,Birth,Marriage,Mean,40738,68271,27811,12927,40460,0.6827,0.4074,0.5103
kilmarnock,5,8,30,Birth,Birth,Closest,89243,68271,48770,40473,19501,0.5465,0.7144,0.6192
kilmarnock,5,8,30,Birth,Birth,Furthest,84405,68271,48701,35704,19570,0.577,0.7133,0.638
kilmarnock,5,8,30,Birth,Birth,Mean,87518,68271,48758,38760,19513,0.5571,0.7142,0.6259
kilmarnock,5,8,30,Birth,Death,Closest,96464,68271,46606,49858,21665,0.4831,0.6827,0.5658
kilmarnock,5,8,30,Birth,Death,Furthest,91636,68271,46670,44966,21601,0.5093,0.6836,0.5837
kilmarnock,5,8,30,Birth,Death,Mean,93848,68271,46769,47079,21502,0.4983,0.685,0.577
kilmarnock,5,8,30,Birth,Marriage,Closest,48480,68271,27999,20481,40272,0.5775,0.4101,0.4796
kilmarnock,5,8,30,Birth,Marriage,Furthest,46118,68271,28247,17871,40024,0.6125,0.4137,0.4939
kilmarnock,5,8,30,Birth,Marriage,Mean,46538,68271,28176,18362,40095,0.6054,0.4127,0.4908
kilmarnock,5,10,8,Birth,Birth,Closest,49652,68271,43158,6494,25113,0.8692,0.6322,0.732
kilmarnock,5,10,8,Birth,Birth,Furthest,49453,68271,43154,6299,25117,0.8726,0.6321,0.7331
kilmarnock,5,10,8,Birth,Birth,Mean,49903,68271,43182,6721,25089,0.8653,0.6325,0.7308
kilmarnock,5,10,8,Birth,Death,Closest,28517,68271,20968,7549,47303,0.7353,0.3071,0.4333
kilmarnock,5,10,8,Birth,Death,Furthest,28011,68271,20961,7050,47310,0.7483,0.307,0.4354
kilmarnock,5,10,8,Birth,Death,Mean,28895,68271,21086,7809,47185,0.7297,0.3089,0.434
kilmarnock,5,10,8,Birth,Marriage,Closest,18834,68271,13595,5239,54676,0.7218,0.1991,0.3122
kilmarnock,5,10,8,Birth,Marriage,Furthest,18492,68271,13541,4951,54730,0.7323,0.1983,0.3121
kilmarnock,5,10,8,Birth,Marriage,Mean,19256,68271,13693,5563,54578,0.7111,0.2006,0.3129
kilmarnock,5,10,20,Birth,Birth,Closest,97921,68271,48305,49616,19966,0.4933,0.7075,0.5813
kilmarnock,5,10,20,Birth,Birth,Furthest,94015,68271,48310,45705,19961,0.5139,0.7076,0.5954
kilmarnock,5,10,20,Birth,Birth,Mean,98285,68271,48357,49928,19914,0.492,0.7083,0.5807
kilmarnock,5,10,20,Birth,Death,Closest,85898,68271,36509,49389,31762,0.425,0.5348,0.4736
kilmarnock,5,10,20,Birth,Death,Furthest,81788,68271,36443,45345,31828,0.4456,0.5338,0.4857
kilmarnock,5,10,20,Birth,Death,Mean,87414,68271,37103,50311,31168,0.4245,0.5435,0.4766
kilmarnock,5,10,20,Birth,Marriage,Closest,51210,68271,22776,28434,45495,0.4448,0.3336,0.3812
kilmarnock,5,10,20,Birth,Marriage,Furthest,49988,68271,23081,26907,45190,0.4617,0.3381,0.3903
kilmarnock,5,10,20,Birth,Marriage,Mean,51684,68271,23234,28450,45037,0.4495,0.3403,0.3874
